証券コード,企業名,17業種区分,年度,提出日,docID,EDINETコード,決算期間,売上高,営業利益,当期純利益,総資産,自己資本,流動資産,流動負債,固定資産,負債総額,営業CF,投資CF,財務CF,営業利益率,ROE,ROA,自己資本比率,流動比率,フリーCF,営業CFマージン,売上高成長率,営業利益成長率,当期純利益成長率,売上高(億円),営業利益(億円),当期純利益(億円),総資産(億円),自己資本(億円),流動資産(億円),流動負債(億円),固定資産(億円),負債総額(億円),営業CF(億円),投資CF(億円),財務CF(億円),フリーCF(億円)
3996,サインポスト,情報通信・サービスその他,2022,2022-05-30,S100O56Z,E33519,有価証券報告書－第15期(令和3年3月1日－令和4年2月28日),2119080000.0,-378672000.0,-291848000.0,2300292000.0,1539362000.0,1699562000.0,493999000.0,600730000.0,760930000.0,-360401000.0,202749000.0,390221000.0,-17.87,-18.96,-12.69,66.92,344.04,-157652000.0,-17.01,0.0,0.0,0.0,21.19,-3.79,-2.92,23.0,15.39,17.0,4.94,6.01,7.61,-3.6,2.03,3.9,-1.58
3996,サインポスト,情報通信・サービスその他,2023,2023-05-30,S100QU9X,E33519,有価証券報告書－第16期(2022/03/01－2023/02/28),2574056000.0,-110656000.0,-132637000.0,2395621000.0,1416577000.0,1794223000.0,577049000.0,601398000.0,979043000.0,-184572000.0,-1178000.0,169799000.0,-4.3,-9.36,-5.54,59.13,310.93,-185750000.0,-7.17,21.47,-70.78,-54.55,25.74,-1.11,-1.33,23.96,14.17,17.94,5.77,6.01,9.79,-1.85,-0.01,1.7,-1.86
3996,サインポスト,情報通信・サービスその他,2024,2024-05-31,S100TIB8,E33519,有価証券報告書－第17期(2023/03/01－2024/02/29),2929659000.0,101729000.0,128779000.0,2601242000.0,1545810000.0,1958816000.0,594173000.0,642426000.0,1055431000.0,49217000.0,-26840000.0,41951000.0,3.47,8.33,4.95,59.43,329.67,22377000.0,1.68,13.81,-191.93,-197.09,29.3,1.02,1.29,26.01,15.46,19.59,5.94,6.42,10.55,0.49,-0.27,0.42,0.22
3997,トレードワークス,情報通信・サービスその他,2022,2022-03-31,S100NT5B,E33553,有価証券報告書－第24期(令和3年1月1日－令和3年12月31日),2553687000.0,287909000.0,189965000.0,2098897000.0,1706115000.0,1529822000.0,311851000.0,569075000.0,392782000.0,53228000.0,-78583000.0,-8095000.0,11.27,11.13,9.05,81.29,490.56,-25355000.0,2.08,0.0,0.0,0.0,25.54,2.88,1.9,20.99,17.06,15.3,3.12,5.69,3.93,0.53,-0.79,-0.08,-0.25
3997,トレードワークス,情報通信・サービスその他,2023,2023-03-30,S100QI9O,E33553,有価証券報告書－第25期(2022/01/01－2022/12/31),3270911000.0,318629000.0,200297000.0,2178626000.0,1463169000.0,1354134000.0,539260000.0,824492000.0,715456000.0,399769000.0,-252604000.0,-261419000.0,9.74,13.69,9.19,67.16,251.11,147165000.0,12.22,28.09,10.67,5.44,32.71,3.19,2.0,21.79,14.63,13.54,5.39,8.24,7.15,4.0,-2.53,-2.61,1.47
3997,トレードワークス,情報通信・サービスその他,2024,2024-03-29,S100T6PN,E33553,有価証券報告書－第26期(2023/01/01－2023/12/31),3753841000.0,31281000.0,-53301000.0,3043338000.0,1385198000.0,1824086000.0,1047655000.0,1219252000.0,1658140000.0,-207108000.0,-404751000.0,514612000.0,0.83,-3.85,-1.75,45.52,174.11,-611859000.0,-5.52,14.76,-90.18,-126.61,37.54,0.31,-0.53,30.43,13.85,18.24,10.48,12.19,16.58,-2.07,-4.05,5.15,-6.12
3998,すららネット,情報通信・サービスその他,2022,2022-03-29,S100NRVS,E33626,有価証券報告書－第14期(令和3年1月1日－令和3年12月31日),1952688000.0,521048000.0,399782000.0,2128148000.0,1713013000.0,1608745000.0,415135000.0,519403000.0,415135000.0,502678000.0,-222875000.0,11760000.0,26.68,23.34,18.79,80.49,387.52,279803000.0,25.74,0.0,0.0,0.0,19.53,5.21,4.0,21.28,17.13,16.09,4.15,5.19,4.15,5.03,-2.23,0.12,2.8
3998,すららネット,情報通信・サービスその他,2023,2023-03-28,S100QGQ4,E33626,有価証券報告書－第15期(2022/01/01－2022/12/31),2147821000.0,475463000.0,355399000.0,2669527000.0,2068794000.0,1738033000.0,499233000.0,931494000.0,600733000.0,542501000.0,-503713000.0,50110000.0,22.14,17.18,13.31,77.5,348.14,38788000.0,25.26,9.99,-8.75,-11.1,21.48,4.75,3.55,26.7,20.69,17.38,4.99,9.31,6.01,5.43,-5.04,0.5,0.39
3998,すららネット,情報通信・サービスその他,2024,2024-03-27,S100T45L,E33626,有価証券報告書－第16期(2023/01/01－2023/12/31),2145874000.0,387420000.0,304349000.0,2708655000.0,2251609000.0,1591131000.0,445646000.0,1117524000.0,457046000.0,475542000.0,-433831000.0,-220512000.0,18.05,13.52,11.24,83.13,357.04,41711000.0,22.16,-0.09,-18.52,-14.36,21.46,3.87,3.04,27.09,22.52,15.91,4.46,11.18,4.57,4.76,-4.34,-2.21,0.42
4004,レゾナック・ホールディングス,素材・化学,2022,2022-03-30,S100NSKJ,E00751,有価証券報告書－第113期(令和3年1月1日－令和3年12月31日),1419635000000.0,87198000000.0,-12094000000.0,2142390000000.0,818452000000.0,798531000000.0,488650000000.0,1343859000000.0,1323937000000.0,115283000000.0,28606000000.0,-121741000000.0,6.14,-1.48,-0.56,38.2,163.42,143889000000.0,8.12,0.0,0.0,0.0,14196.35,871.98,-120.94,21423.9,8184.52,7985.31,4886.5,13438.59,13239.37,1152.83,286.06,-1217.41,1438.89
4004,レゾナック・ホールディングス,素材・化学,2023,2023-03-30,S100QICN,E00751,有価証券報告書－第114期(2022/01/01－2022/12/31),1392621000000.0,59371000000.0,30793000000.0,2100421000000.0,574677000000.0,788183000000.0,462551000000.0,1312238000000.0,1525744000000.0,100349000000.0,-54667000000.0,-103964000000.0,4.26,5.36,1.47,27.36,170.4,45682000000.0,7.21,-1.9,-31.91,-354.61,13926.21,593.71,307.93,21004.21,5746.77,7881.83,4625.51,13122.38,15257.44,1003.49,-546.67,-1039.64,456.82
4004,レゾナック・ホールディングス,素材・化学,2024,2024-03-26,S100T4LL,E00751,有価証券報告書－第115期(2023/01/01－2023/12/31),1288869000000.0,-3764000000.0,-18955000000.0,2031953000000.0,578668000000.0,751922000000.0,461881000000.0,1280031000000.0,1453285000000.0,118686000000.0,-61869000000.0,-62880000000.0,-0.29,-3.28,-0.93,28.48,162.8,56817000000.0,9.21,-7.45,-106.34,-161.56,12888.69,-37.64,-189.55,20319.53,5786.68,7519.22,4618.81,12800.31,14532.85,1186.86,-618.69,-628.8,568.17
4005,住友化学,素材・化学,2022,2022-06-23,S100O9HK,E00752,有価証券報告書－第141期(令和3年4月1日－令和4年3月31日),645996000000.0,-13493000000.0,46043000000.0,1729678000000.0,346234000000.0,551836000000.0,519149000000.0,1177842000000.0,1383444000000.0,0.0,0.0,0.0,-2.09,13.3,2.66,20.02,106.3,0.0,0.0,0.0,0.0,0.0,6459.96,-134.93,460.43,17296.78,3462.34,5518.36,5191.49,11778.42,13834.44,0.0,0.0,0.0,0.0
4005,住友化学,素材・化学,2023,2023-06-21,S100QXTB,E00752,有価証券報告書－第142期(2022/04/01－2023/03/31),797358000000.0,14532000000.0,162130000000.0,1740123000000.0,368789000000.0,541984000000.0,509982000000.0,1198140000000.0,1371334000000.0,0.0,0.0,0.0,1.82,43.96,9.32,21.19,106.28,0.0,0.0,23.43,-207.7,252.13,7973.58,145.32,1621.3,17401.23,3687.89,5419.84,5099.82,11981.4,13713.34,0.0,0.0,0.0,0.0
4005,住友化学,素材・化学,2024,2024-06-21,S100TMMW,E00752,有価証券報告書－第143期(2023/04/01－2024/03/31),894389000000.0,7853000000.0,6987000000.0,1772927000000.0,377999000000.0,611973000000.0,554651000000.0,1160955000000.0,1394929000000.0,0.0,0.0,0.0,0.88,1.85,0.39,21.32,110.33,0.0,0.0,12.17,-45.96,-95.69,8943.89,78.53,69.87,17729.27,3779.99,6119.73,5546.51,11609.55,13949.29,0.0,0.0,0.0,0.0
4008,住友精化,素材・化学,2022,2022-06-30,S100O2ZT,E00755,有価証券報告書－第109期(令和3年4月1日－令和4年3月31日),115583000000.0,8072000000.0,5895000000.0,121274000000.0,81905000000.0,81312000000.0,37525000000.0,39961000000.0,39369000000.0,9017000000.0,-4321000000.0,-2986000000.0,6.98,7.2,4.86,67.54,216.69,4696000000.0,7.8,0.0,0.0,0.0,1155.83,80.72,58.95,1212.74,819.05,813.12,375.25,399.61,393.69,90.17,-43.21,-29.86,46.96
4008,住友精化,素材・化学,2023,2023-06-30,S100R0ZU,E00755,有価証券報告書－第110期(2022/04/01－2023/03/31),143041000000.0,10454000000.0,8592000000.0,126651000000.0,86661000000.0,85195000000.0,38354000000.0,41456000000.0,39990000000.0,6703000000.0,-5942000000.0,-8303000000.0,7.31,9.91,6.78,68.43,222.13,761000000.0,4.69,23.76,29.51,45.75,1430.41,104.54,85.92,1266.51,866.61,851.95,383.54,414.56,399.9,67.03,-59.42,-83.03,7.61
4008,住友精化,素材・化学,2024,2024-06-28,S100TV7B,E00755,有価証券報告書－第111期(2023/04/01－2024/03/31),142986000000.0,9529000000.0,6166000000.0,136305000000.0,95051000000.0,86991000000.0,39519000000.0,49313000000.0,41253000000.0,12008000000.0,-10372000000.0,-5767000000.0,6.66,6.49,4.52,69.73,220.12,1636000000.0,8.4,-0.04,-8.85,-28.24,1429.86,95.29,61.66,1363.05,950.51,869.91,395.19,493.13,412.53,120.08,-103.72,-57.67,16.36
4011,ヘッドウォータース,情報通信・サービスその他,2022,2022-03-29,S100NRTJ,E35941,有価証券報告書－第17期(令和3年1月1日－令和3年12月31日),1171289000.0,91414000.0,27038000.0,973210000.0,800299000.0,927836000.0,172911000.0,45374000.0,172911000.0,48084000.0,-52777000.0,16750000.0,7.8,3.38,2.78,82.23,536.6,-4693000.0,4.11,0.0,0.0,0.0,11.71,0.91,0.27,9.73,8.0,9.28,1.73,0.45,1.73,0.48,-0.53,0.17,-0.05
4011,ヘッドウォータース,情報通信・サービスその他,2023,2023-03-30,S100QHOA,E35941,有価証券報告書－第18期(2022/01/01－2022/12/31),1574596000.0,110019000.0,75143000.0,1169242000.0,875442000.0,1103103000.0,293799000.0,66138000.0,293799000.0,84268000.0,-31209000.0,0.0,6.99,8.58,6.43,74.87,375.46,53059000.0,5.35,34.43,20.35,177.92,15.75,1.1,0.75,11.69,8.75,11.03,2.94,0.66,2.94,0.84,-0.31,0.0,0.53
4011,ヘッドウォータース,情報通信・サービスその他,2024,2024-03-29,S100T69Y,E35941,有価証券報告書－第19期(2023/01/01－2023/12/31),2315088000.0,94861000.0,70683000.0,1294238000.0,961659000.0,1226496000.0,332358000.0,67742000.0,332579000.0,87661000.0,-16221000.0,8143000.0,4.1,7.35,5.46,74.3,369.03,71440000.0,3.79,47.03,-13.78,-5.94,23.15,0.95,0.71,12.94,9.62,12.26,3.32,0.68,3.33,0.88,-0.16,0.08,0.71
4012,アクシス,情報通信・サービスその他,2022,2022-03-29,S100NR3G,E35959,有価証券報告書－第31期(令和3年1月1日－令和3年12月31日),4774221000.0,505004000.0,349234000.0,3097288000.0,2158111000.0,2567341000.0,657694000.0,529946000.0,939176000.0,318834000.0,-243798000.0,-15204000.0,10.58,16.18,11.28,69.68,390.35,75036000.0,6.68,0.0,0.0,0.0,47.74,5.05,3.49,30.97,21.58,25.67,6.58,5.3,9.39,3.19,-2.44,-0.15,0.75
4012,アクシス,情報通信・サービスその他,2023,2023-03-28,S100QFWL,E35959,有価証券報告書－第32期(2022/01/01－2022/12/31),5854855000.0,576655000.0,390167000.0,3487169000.0,2543262000.0,2931930000.0,697059000.0,555239000.0,943906000.0,473228000.0,-61689000.0,-119190000.0,9.85,15.34,11.19,72.93,420.61,411539000.0,8.08,22.63,14.19,11.72,58.55,5.77,3.9,34.87,25.43,29.32,6.97,5.55,9.44,4.73,-0.62,-1.19,4.12
4012,アクシス,情報通信・サービスその他,2024,2024-03-26,S100T3YH,E35959,有価証券報告書－第33期(2023/01/01－2023/12/31),6581363000.0,652552000.0,462429000.0,4064625000.0,3003329000.0,3482603000.0,800803000.0,582021000.0,1061296000.0,478156000.0,0.0,-9561000.0,9.92,15.4,11.38,73.89,434.89,0.0,7.27,12.41,13.16,18.52,65.81,6.53,4.62,40.65,30.03,34.83,8.01,5.82,10.61,4.78,0.0,-0.1,0.0
4013,勤次郎,情報通信・サービスその他,2022,2022-03-28,S100NR28,E35967,有価証券報告書－第41期(令和3年1月1日－令和3年12月31日),3324414000.0,261729000.0,162918000.0,9778464000.0,8854226000.0,8372520000.0,692254000.0,1405943000.0,924238000.0,179132000.0,-587486000.0,-1212938000.0,7.87,1.84,1.67,90.55,1209.46,-408354000.0,5.39,0.0,0.0,0.0,33.24,2.62,1.63,97.78,88.54,83.73,6.92,14.06,9.24,1.79,-5.87,-12.13,-4.08
4013,勤次郎,情報通信・サービスその他,2023,2023-03-27,S100QG7P,E35967,有価証券報告書－第42期(2022/01/01－2022/12/31),3551547000.0,444370000.0,304655000.0,12653110000.0,8755186000.0,5669296000.0,1076622000.0,6983813000.0,3897923000.0,410377000.0,-5726471000.0,2250479000.0,12.51,3.48,2.41,69.19,526.58,-5316094000.0,11.55,6.83,69.78,87.0,35.52,4.44,3.05,126.53,87.55,56.69,10.77,69.84,38.98,4.1,-57.26,22.5,-53.16
4013,勤次郎,情報通信・サービスその他,2024,2024-03-25,S100T430,E35967,有価証券報告書－第43期(2023/01/01－2023/12/31),3923340000.0,572165000.0,370067000.0,12787232000.0,8995832000.0,5333663000.0,1254810000.0,7453568000.0,3791400000.0,1466694000.0,-1009170000.0,-441588000.0,14.58,4.11,2.89,70.35,425.06,457524000.0,37.38,10.47,28.76,21.47,39.23,5.72,3.7,127.87,89.96,53.34,12.55,74.54,37.91,14.67,-10.09,-4.42,4.58
4017,クリーマ,情報通信・サービスその他,2022,2022-05-27,S100O50P,E36100,有価証券報告書－第13期(令和3年3月1日－令和4年2月28日),2294800000.0,322744000.0,230692000.0,3889683000.0,1320373000.0,3598210000.0,2177585000.0,291472000.0,2569309000.0,394445000.0,-215766000.0,-112893000.0,14.06,17.47,5.93,33.95,165.24,178679000.0,17.19,0.0,0.0,0.0,22.95,3.23,2.31,38.9,13.2,35.98,21.78,2.91,25.69,3.94,-2.16,-1.13,1.79
4017,クリーマ,情報通信・サービスその他,2023,2023-05-26,S100QU8R,E36100,有価証券報告書－第14期(2022/03/01－2023/02/28),2500071000.0,-385647000.0,-408318000.0,3433488000.0,919405000.0,3141378000.0,2321302000.0,292110000.0,2514082000.0,-320744000.0,-91247000.0,-169838000.0,-15.43,-44.41,-11.89,26.78,135.33,-411991000.0,-12.83,8.95,-219.49,-277.0,25.0,-3.86,-4.08,34.33,9.19,31.41,23.21,2.92,25.14,-3.21,-0.91,-1.7,-4.12
4017,クリーマ,情報通信・サービスその他,2024,2024-05-24,S100THQW,E36100,有価証券報告書－第15期(2023/03/01－2024/02/29),2508966000.0,41436000.0,79143000.0,3588127000.0,1000326000.0,3296897000.0,2262294000.0,291229000.0,2587800000.0,113394000.0,4303000.0,137538000.0,1.65,7.91,2.21,27.88,145.73,117697000.0,4.52,0.36,-110.74,-119.38,25.09,0.41,0.79,35.88,10.0,32.97,22.62,2.91,25.88,1.13,0.04,1.38,1.18
4019,スタメン,情報通信・サービスその他,2022,2022-03-30,S100NSN7,E36155,有価証券報告書－第6期(令和3年1月1日－令和3年12月31日),913801000.0,33626000.0,36802000.0,1360893000.0,927557000.0,1261154000.0,404017000.0,99738000.0,433335000.0,91446000.0,-674868000.0,-172287000.0,3.68,3.97,2.7,68.16,312.15,-583422000.0,10.01,0.0,0.0,0.0,9.14,0.34,0.37,13.61,9.28,12.61,4.04,1.0,4.33,0.91,-6.75,-1.72,-5.83
4019,スタメン,情報通信・サービスその他,2023,2023-03-30,S100QI1X,E36155,有価証券報告書－第7期(2022/01/01－2022/12/31),1300965000.0,131619000.0,99394000.0,1533142000.0,1031440000.0,1274113000.0,462239000.0,259028000.0,501701000.0,162936000.0,136212000.0,-5196000.0,10.12,9.64,6.48,67.28,275.64,299148000.0,12.52,42.37,291.42,170.08,13.01,1.32,0.99,15.33,10.31,12.74,4.62,2.59,5.02,1.63,1.36,-0.05,2.99
4019,スタメン,情報通信・サービスその他,2024,2024-03-29,S100T5GW,E36155,有価証券報告書－第8期(2023/01/01－2023/12/31),1879144000.0,164763000.0,125301000.0,1838267000.0,1215545000.0,1586113000.0,574168000.0,252153000.0,622721000.0,202124000.0,-45831000.0,53004000.0,8.77,10.31,6.82,66.12,276.25,156293000.0,10.76,44.44,25.18,26.06,18.79,1.65,1.25,18.38,12.16,15.86,5.74,2.52,6.23,2.02,-0.46,0.53,1.56
4021,日産化学,素材・化学,2022,2022-06-28,S100OIHF,E00759,有価証券報告書－第152期(令和3年4月1日－令和4年3月31日),207972000000.0,50959000000.0,38776000000.0,279687000000.0,208009000000.0,175279000000.0,65971000000.0,104408000000.0,71678000000.0,41949000000.0,-12395000000.0,-27868000000.0,24.5,18.64,13.86,74.37,265.69,29554000000.0,20.17,0.0,0.0,0.0,2079.72,509.59,387.76,2796.87,2080.09,1752.79,659.71,1044.08,716.78,419.49,-123.95,-278.68,295.54
4021,日産化学,素材・化学,2023,2023-06-28,S100R76C,E00759,有価証券報告書－第153期(2022/04/01－2023/03/31),228065000000.0,52283000000.0,41087000000.0,298715000000.0,221526000000.0,189454000000.0,72161000000.0,109260000000.0,77188000000.0,35226000000.0,-19643000000.0,-25030000000.0,22.92,18.55,13.75,74.16,262.54,15583000000.0,15.45,9.66,2.6,5.96,2280.65,522.83,410.87,2987.15,2215.26,1894.54,721.61,1092.6,771.88,352.26,-196.43,-250.3,155.83
4021,日産化学,素材・化学,2024,2024-06-27,S100TUZY,E00759,有価証券報告書－第154期(2023/04/01－2024/03/31),226705000000.0,48201000000.0,38033000000.0,323458000000.0,230903000000.0,201968000000.0,86563000000.0,121489000000.0,92554000000.0,33701000000.0,-18741000000.0,-22101000000.0,21.26,16.47,11.76,71.39,233.32,14960000000.0,14.87,-0.6,-7.81,-7.43,2267.05,482.01,380.33,3234.58,2309.03,2019.68,865.63,1214.89,925.54,337.01,-187.41,-221.01,149.6
4022,ラサ工業,素材・化学,2022,2022-06-29,S100OKKD,E00760,有価証券報告書－第154期(令和3年4月1日－令和4年3月31日),35411000000.0,3475000000.0,2538000000.0,41924000000.0,20301000000.0,19584000000.0,12821000000.0,22339000000.0,21622000000.0,1996000000.0,-2322000000.0,308000000.0,9.81,12.5,6.05,48.42,152.75,-326000000.0,5.64,0.0,0.0,0.0,354.11,34.75,25.38,419.24,203.01,195.84,128.21,223.39,216.22,19.96,-23.22,3.08,-3.26
4022,ラサ工業,素材・化学,2023,2023-06-29,S100R3XE,E00760,有価証券報告書－第155期(2022/04/01－2023/03/31),49600000000.0,4622000000.0,3232000000.0,47552000000.0,23252000000.0,25564000000.0,15737000000.0,21987000000.0,24300000000.0,2042000000.0,-961000000.0,245000000.0,9.32,13.9,6.8,48.9,162.45,1081000000.0,4.12,40.07,33.01,27.34,496.0,46.22,32.32,475.52,232.52,255.64,157.37,219.87,243.0,20.42,-9.61,2.45,10.81
4022,ラサ工業,素材・化学,2024,2024-06-27,S100TQY2,E00760,有価証券報告書－第156期(2023/04/01－2024/03/31),42788000000.0,3591000000.0,2382000000.0,44323000000.0,24966000000.0,22497000000.0,12134000000.0,21826000000.0,19356000000.0,4972000000.0,-1891000000.0,-4735000000.0,8.39,9.54,5.37,56.33,185.4,3081000000.0,11.62,-13.73,-22.31,-26.3,427.88,35.91,23.82,443.23,249.66,224.97,121.34,218.26,193.56,49.72,-18.91,-47.35,30.81
4023,クレハ,素材・化学,2022,2022-06-24,S100ODZN,E00761,有価証券報告書－第109期(令和3年4月1日－令和4年3月31日),74811000000.0,7732000000.0,13493000000.0,193665000000.0,148872000000.0,56781000000.0,31012000000.0,136883000000.0,44792000000.0,0.0,0.0,0.0,10.34,9.06,6.97,76.87,183.09,0.0,0.0,0.0,0.0,0.0,748.11,77.32,134.93,1936.65,1488.72,567.81,310.12,1368.83,447.92,0.0,0.0,0.0,0.0
4023,クレハ,素材・化学,2023,2023-06-27,S100R3ZV,E00761,有価証券報告書－第110期(2022/04/01－2023/03/31),89585000000.0,10414000000.0,14164000000.0,205013000000.0,155874000000.0,63171000000.0,42720000000.0,141842000000.0,49139000000.0,0.0,0.0,0.0,11.62,9.09,6.91,76.03,147.87,0.0,0.0,19.75,34.69,4.97,895.85,104.14,141.64,2050.13,1558.74,631.71,427.2,1418.42,491.39,0.0,0.0,0.0,0.0
4023,クレハ,素材・化学,2024,2024-06-26,S100TRYX,E00761,有価証券報告書－第111期(2023/04/01－2024/03/31),108234000000.0,11397000000.0,16868000000.0,216612000000.0,164126000000.0,72142000000.0,46569000000.0,144470000000.0,52486000000.0,0.0,0.0,0.0,10.53,10.28,7.79,75.77,154.91,0.0,0.0,20.82,9.44,19.09,1082.34,113.97,168.68,2166.12,1641.26,721.42,465.69,1444.7,524.86,0.0,0.0,0.0,0.0
4025,多木化学,素材・化学,2022,2022-03-29,S100NQF2,E00762,有価証券報告書－第103期(令和3年1月1日－令和3年12月31日),32812000000.0,2658000000.0,1916000000.0,46037000000.0,29378000000.0,22352000000.0,8596000000.0,23685000000.0,16659000000.0,2823000000.0,-2319000000.0,-498000000.0,8.1,6.52,4.16,63.81,260.03,504000000.0,8.6,0.0,0.0,0.0,328.12,26.58,19.16,460.37,293.78,223.52,85.96,236.85,166.59,28.23,-23.19,-4.98,5.04
4025,多木化学,素材・化学,2023,2023-03-29,S100QFHQ,E00762,有価証券報告書－第104期(2022/01/01－2022/12/31),35846000000.0,2751000000.0,2056000000.0,50323000000.0,32057000000.0,26039000000.0,9973000000.0,24283000000.0,18266000000.0,1444000000.0,-1083000000.0,-543000000.0,7.67,6.41,4.09,63.7,261.09,361000000.0,4.03,9.25,3.5,7.31,358.46,27.51,20.56,503.23,320.57,260.39,99.73,242.83,182.66,14.44,-10.83,-5.43,3.61
4025,多木化学,素材・化学,2024,2024-03-27,S100T3H8,E00762,有価証券報告書－第105期(2023/01/01－2023/12/31),34852000000.0,912000000.0,1356000000.0,51299000000.0,33899000000.0,23784000000.0,8503000000.0,27515000000.0,17400000000.0,1620000000.0,-1640000000.0,-1169000000.0,2.62,4.0,2.64,66.08,279.71,-20000000.0,4.65,-2.77,-66.85,-34.05,348.52,9.12,13.56,512.99,338.99,237.84,85.03,275.15,174.0,16.2,-16.4,-11.69,-0.2
4026,神島化学工業,建設・資材,2022,2022-07-15,S100OPUW,E00763,有価証券報告書－第106期(令和3年5月1日－令和4年4月30日),21787000000.0,2078000000.0,1365000000.0,24697000000.0,9365000000.0,11096000000.0,11188000000.0,13600000000.0,15331000000.0,2057000000.0,-2372000000.0,1219000000.0,9.54,14.58,5.53,37.92,99.18,-315000000.0,9.44,0.0,0.0,0.0,217.87,20.78,13.65,246.97,93.65,110.96,111.88,136.0,153.31,20.57,-23.72,12.19,-3.15
4026,神島化学工業,建設・資材,2023,2023-07-21,S100RFN3,E00763,有価証券報告書－第107期(2022/05/01－2023/04/30),23986000000.0,2167000000.0,1533000000.0,29389000000.0,10558000000.0,12814000000.0,14259000000.0,16575000000.0,18831000000.0,1817000000.0,-4166000000.0,2625000000.0,9.03,14.52,5.22,35.93,89.87,-2349000000.0,7.58,10.09,4.28,12.31,239.86,21.67,15.33,293.89,105.58,128.14,142.59,165.75,188.31,18.17,-41.66,26.25,-23.49
4026,神島化学工業,建設・資材,2024,2024-07-19,S100U2RS,E00763,有価証券報告書－第108期(2023/05/01－2024/04/30),25974000000.0,2117000000.0,1620000000.0,29747000000.0,11909000000.0,11437000000.0,12382000000.0,18309000000.0,17837000000.0,3342000000.0,-5641000000.0,1325000000.0,8.15,13.6,5.45,40.03,92.37,-2299000000.0,12.87,8.29,-2.31,5.68,259.74,21.17,16.2,297.47,119.09,114.37,123.82,183.09,178.37,33.42,-56.41,13.25,-22.99
4027,テイカ,素材・化学,2022,2022-06-29,S100OKQ0,E00764,有価証券報告書－第156期(令和3年4月1日－令和4年3月31日),46362000000.0,3651000000.0,2845000000.0,72128000000.0,51263000000.0,42300000000.0,14490000000.0,29827000000.0,20865000000.0,4841000000.0,-2807000000.0,-2363000000.0,7.87,5.55,3.94,71.07,291.93,2034000000.0,10.44,0.0,0.0,0.0,463.62,36.51,28.45,721.28,512.63,423.0,144.9,298.27,208.65,48.41,-28.07,-23.63,20.34
4027,テイカ,素材・化学,2023,2023-06-28,S100R7E4,E00764,有価証券報告書－第157期(2022/04/01－2023/03/31),54773000000.0,4224000000.0,2986000000.0,75717000000.0,53658000000.0,46631000000.0,14228000000.0,29085000000.0,22058000000.0,581000000.0,-2980000000.0,825000000.0,7.71,5.56,3.94,70.87,327.74,-2399000000.0,1.06,18.14,15.69,4.96,547.73,42.24,29.86,757.17,536.58,466.31,142.28,290.85,220.58,5.81,-29.8,8.25,-23.99
4027,テイカ,素材・化学,2024,2024-06-27,S100TVQZ,E00764,有価証券報告書－第158期(2023/04/01－2024/03/31),52993000000.0,2325000000.0,1866000000.0,82709000000.0,57764000000.0,49089000000.0,14110000000.0,33619000000.0,24944000000.0,4978000000.0,-3949000000.0,1453000000.0,4.39,3.23,2.26,69.84,347.9,1029000000.0,9.39,-3.25,-44.96,-37.51,529.93,23.25,18.66,827.09,577.64,490.89,141.1,336.19,249.44,49.78,-39.49,14.53,10.29
4028,石原産業,素材・化学,2022,2022-06-29,S100OKT2,E00765,有価証券報告書－第99期(令和3年4月1日－令和4年3月31日),110955000000.0,11557000000.0,11690000000.0,185758000000.0,91869000000.0,121389000000.0,46731000000.0,64369000000.0,93889000000.0,16501000000.0,-4319000000.0,-11601000000.0,10.42,12.72,6.29,49.46,259.76,12182000000.0,14.87,0.0,0.0,0.0,1109.55,115.57,116.9,1857.58,918.69,1213.89,467.31,643.69,938.89,165.01,-43.19,-116.01,121.82
4028,石原産業,素材・化学,2023,2023-06-29,S100R8H2,E00765,有価証券報告書－第100期(2022/04/01－2023/03/31),131238000000.0,8631000000.0,6947000000.0,201913000000.0,97431000000.0,137499000000.0,59192000000.0,64414000000.0,104481000000.0,-6022000000.0,-5021000000.0,1048000000.0,6.58,7.13,3.44,48.25,232.29,-11043000000.0,-4.59,18.28,-25.32,-40.57,1312.38,86.31,69.47,2019.13,974.31,1374.99,591.92,644.14,1044.81,-60.22,-50.21,10.48,-110.43
4028,石原産業,素材・化学,2024,2024-06-27,S100TUK7,E00765,有価証券報告書－第101期(2023/04/01－2024/03/31),138456000000.0,11491000000.0,7988000000.0,224324000000.0,106116000000.0,161173000000.0,53056000000.0,63150000000.0,118207000000.0,-2811000000.0,-7044000000.0,11524000000.0,8.3,7.53,3.56,47.3,303.78,-9855000000.0,-2.03,5.5,33.14,14.98,1384.56,114.91,79.88,2243.24,1061.16,1611.73,530.56,631.5,1182.07,-28.11,-70.44,115.24,-98.55
4031,片倉コープアグリ,素材・化学,2022,2022-06-24,S100OEW9,E00789,有価証券報告書－第107期(令和3年4月1日－令和4年3月31日),38960000000.0,1123000000.0,1022000000.0,43066000000.0,23018000000.0,25045000000.0,16313000000.0,18021000000.0,20047000000.0,341000000.0,-529000000.0,-624000000.0,2.88,4.44,2.37,53.45,153.53,-188000000.0,0.88,0.0,0.0,0.0,389.6,11.23,10.22,430.66,230.18,250.45,163.13,180.21,200.47,3.41,-5.29,-6.24,-1.88
